brands,models,body,variant,fuel,transmission,city,price,mileage,engine_power
Audi,A6,Sedan5,Technology 45 TFSI,Petrol,Automatic, Bangalore,66.91,14.00 Km/l,1984 cc
Audi,Q5,SUV5,Technology 45 TFSI,Petrol,Automatic, Bangalore,81.96,13.40 Km/l,1984 cc
Audi,Q8 e-tron,SUV5,50,Electric,Automatic, Bangalore,1.28,600.00 Km/full charge,114000 watt
Audi,Q8 Sportback e-tron,Sedan5,55,Electric,Automatic, Bangalore,1.53,600.00 Km/full charge,114000 watt
Audi,S5 Sportback,Coupe5,3.0 TFSI Quattro,Petrol,Automatic, Bangalore,89.57,10.60 Km/l,2994 cc
Audi,Q3,SUV5,40 TFSI Premium Plus,Petrol,Automatic, Bangalore,50.68,14.93 Km/l,1984 cc
Audi,A4,Sedan5,Technology 40 TFSI,Petrol,Automatic, Bangalore,56.82,17.40 Km/l,1984 cc
Audi,e-tron,SUV5,55,Electric,Automatic, Bangalore,1.35,484.00 Km/full charge,95000 watt
Audi,e-tron GT,Sedan5,S,Electric,Automatic, Bangalore,2.03,,
Audi,Q3 Sportback,SUV5,Technology Plus S-line,Petrol,Automatic, Bangalore,57.01,14.93 Km/l,1984 cc
Audi,RS5,Coupe5,Sportback,Petrol,Automatic, Bangalore,1.43,10.80 Km/l,2894 cc
Audi,Q8,SUV5,55 TFSI quattro,Petrol,Automatic, Bangalore,1.33,9.80 Km/l,2995 cc
Audi,e-tron Sportback,SUV5,55 Technology,Electric,Automatic, Chennai,1.45,484.00 Km/full charge,95000 watt
Audi,RS Q8,SUV5,4.0L TFSI,Petrol,Automatic, Chennai,2.73,8.00 Km/l,3996 cc
Audi,Q7,SUV7,Technology,Petrol,Automatic, Chennai,1.24,11.20 Km/l,2995 cc
Audi,A8 L,Sedan4,Technology,Hybrid,Automatic, Chennai,1.91,12,2995 cc
Audi,A6,Sedan5,Technology 45 TFSI,Petrol,Automatic, Chennai,66.48,14.00 Km/l,1984 cc
Audi,Q5,SUV5,Technology 45 TFSI,Petrol,Automatic, Chennai,82.71,13.40 Km/l,1984 cc
Audi,Q8 e-tron,SUV5,50,Electric,Automatic, Chennai,1.29,600.00 Km/full charge,114000 watt
Audi,Q8 Sportback e-tron,Sedan5,55,Electric,Automatic, Chennai,1.53,600.00 Km/full charge,114000 watt
Audi,S5 Sportback,Coupe5,3.0 TFSI Quattro,Petrol,Automatic, Chennai,90.43,10.60 Km/l,2994 cc
Audi,Q3,SUV5,40 TFSI Premium Plus,Petrol,Automatic, Chennai,50.25,14.93 Km/l,1984 cc
Audi,A4,Sedan5,Technology 40 TFSI,Petrol,Automatic, Chennai,56.39,17.40 Km/l,1984 cc
Audi,e-tron,SUV5,55,Electric,Automatic, Chennai,1.35,484.00 Km/full charge,95000 watt
Audi,e-tron GT,Sedan5,S,Electric,Automatic, Chennai,2.03,,
Audi,Q3 Sportback,SUV5,Technology Plus S-line,Petrol,Automatic, Chennai,56.58,14.93 Km/l,1984 cc
Audi,RS5,Coupe5,Sportback,Petrol,Automatic, Chennai,1.43,10.80 Km/l,2894 cc
Audi,Q8,SUV5,55 TFSI quattro,Petrol,Automatic, Chennai,1.33,9.80 Km/l,2995 cc
Audi,e-tron Sportback,SUV5,55 Technology,Electric,Automatic, Delhi,1.3,484.00 Km/full charge,95000 watt
Audi,RS Q8,SUV5,4.0L TFSI,Petrol,Automatic, Delhi,2.51,8.00 Km/l,3996 cc
Audi,Q7,SUV7,Technology,Petrol,Automatic, Delhi,1.15,11.20 Km/l,2995 cc
Audi,A8 L,Sedan4,Technology,Hybrid,Automatic, Delhi,1.84,12,2995 cc
Audi,A6,Sedan5,Technology 45 TFSI,Petrol,Automatic, Delhi,72.92,14.00 Km/l,1984 cc
Audi,Q5,SUV5,Technology 45 TFSI,Petrol,Automatic, Delhi,80.12,13.40 Km/l,1984 cc
Audi,Q8 e-tron,SUV5,50,Electric,Automatic, Delhi,1.18,600.00 Km/full charge,114000 watt
Audi,Q8 Sportback e-tron,Sedan5,55,Electric,Automatic, Delhi,1.36,600.00 Km/full charge,114000 watt
Audi,S5 Sportback,Coupe5,3.0 TFSI Quattro,Petrol,Automatic, Delhi,87.64,10.60 Km/l,2994 cc
Audi,Q3,SUV5,40 TFSI Premium Plus,Petrol,Automatic, Delhi,55.11,14.93 Km/l,1984 cc
Audi,A4,Sedan5,Technology 40 TFSI,Petrol,Automatic, Delhi,61.85,17.40 Km/l,1984 cc
Audi,e-tron,SUV5,55,Electric,Automatic, Delhi,1.23,484.00 Km/full charge,95000 watt
Audi,e-tron GT,Sedan5,S,Electric,Automatic, Delhi,1.77,,
Audi,Q3 Sportback,SUV5,Technology Plus S-line,Petrol,Automatic, Delhi,62.06,14.93 Km/l,1984 cc
Audi,RS5,Coupe5,Sportback,Petrol,Automatic, Delhi,1.32,10.80 Km/l,2894 cc
Audi,Q8,SUV5,55 TFSI quattro,Petrol,Automatic, Delhi,1.33,9.80 Km/l,2995 cc
Audi,e-tron Sportback,SUV5,55 Technology,Electric,Automatic, Faridabad,1.34,484.00 Km/full charge,95000 watt
Audi,RS Q8,SUV5,4.0L TFSI,Petrol,Automatic, Faridabad,2.41,8.00 Km/l,3996 cc
Audi,Q7,SUV7,Technology,Petrol,Automatic, Faridabad,1.15,11.20 Km/l,2995 cc
Audi,A8 L,Sedan4,Technology,Hybrid,Automatic, Faridabad,1.74,12,2995 cc
Audi,A6,Sedan5,Technology 45 TFSI,Petrol,Automatic, Faridabad,66.91,14.00 Km/l,1984 cc
Audi,Q5,SUV5,Technology 45 TFSI,Petrol,Automatic, Faridabad,75.81,13.40 Km/l,1984 cc
Audi,Q8 e-tron,SUV5,50,Electric,Automatic, Faridabad,1.21,600.00 Km/full charge,114000 watt
Audi,Q8 Sportback e-tron,Sedan5,55,Electric,Automatic, Faridabad,1.41,600.00 Km/full charge,114000 watt
Audi,S5 Sportback,Coupe5,3.0 TFSI Quattro,Petrol,Automatic, Faridabad,82.77,10.60 Km/l,2994 cc
Audi,Q3,SUV5,40 TFSI Premium Plus,Petrol,Automatic, Faridabad,50.68,14.93 Km/l,1984 cc
Audi,A4,Sedan5,Technology 40 TFSI,Petrol,Automatic, Faridabad,56.82,17.40 Km/l,1984 cc
Audi,e-tron,SUV5,55,Electric,Automatic, Faridabad,1.26,484.00 Km/full charge,95000 watt
Audi,e-tron GT,Sedan5,S,Electric,Automatic, Faridabad,1.84,,
Audi,Q3 Sportback,SUV5,Technology Plus S-line,Petrol,Automatic, Faridabad,57.01,14.93 Km/l,1984 cc
Audi,RS5,Coupe5,Sportback,Petrol,Automatic, Faridabad,1.32,10.80 Km/l,2894 cc
Audi,Q8,SUV5,55 TFSI quattro,Petrol,Automatic, Faridabad,1.24,9.80 Km/l,2995 cc
Audi,e-tron Sportback,SUV5,55 Technology,Electric,Automatic, Ghaziabad,1.37,484.00 Km/full charge,95000 watt
Audi,RS Q8,SUV5,4.0L TFSI,Petrol,Automatic, Ghaziabad,2.51,8.00 Km/l,3996 cc
Audi,Q7,SUV7,Technology,Petrol,Automatic, Ghaziabad,1.15,11.20 Km/l,2995 cc
Audi,A8 L,Sedan4,Technology,Hybrid,Automatic, Ghaziabad,1.79,12,2995 cc
Audi,A6,Sedan5,Technology 45 TFSI,Petrol,Automatic, Ghaziabad,66.91,14.00 Km/l,1984 cc
Audi,Q5,SUV5,Technology 45 TFSI,Petrol,Automatic, Ghaziabad,78.08,13.40 Km/l,1984 cc
Audi,Q8 e-tron,SUV5,50,Electric,Automatic, Ghaziabad,1.24,600.00 Km/full charge,114000 watt
Audi,Q8 Sportback e-tron,Sedan5,55,Electric,Automatic, Ghaziabad,1.45,600.00 Km/full charge,114000 watt
Audi,S5 Sportback,Coupe5,3.0 TFSI Quattro,Petrol,Automatic, Ghaziabad,85.28,10.60 Km/l,2994 cc
Audi,Q3,SUV5,40 TFSI Premium Plus,Petrol,Automatic, Ghaziabad,50.68,14.93 Km/l,1984 cc
Audi,A4,Sedan5,Technology 40 TFSI,Petrol,Automatic, Ghaziabad,56.82,17.40 Km/l,1984 cc
Audi,e-tron,SUV5,55,Electric,Automatic, Ghaziabad,1.29,484.00 Km/full charge,95000 watt
Audi,e-tron GT,Sedan5,S,Electric,Automatic, Ghaziabad,1.76,,
Audi,Q3 Sportback,SUV5,Technology Plus S-line,Petrol,Automatic, Ghaziabad,57.01,14.93 Km/l,1984 cc
Audi,RS5,Coupe5,Sportback,Petrol,Automatic, Ghaziabad,1.32,10.80 Km/l,2894 cc
Audi,Q8,SUV5,55 TFSI quattro,Petrol,Automatic, Ghaziabad,1.27,9.80 Km/l,2995 cc
Audi,e-tron Sportback,SUV5,55 Technology,Electric,Automatic, Gurgaon,1.34,484.00 Km/full charge,95000 watt
Audi,RS Q8,SUV5,4.0L TFSI,Petrol,Automatic, Gurgaon,2.41,8.00 Km/l,3996 cc
Audi,Q7,SUV7,Technology,Petrol,Automatic, Gurgaon,1.15,11.20 Km/l,2995 cc
Audi,A8 L,Sedan4,Technology,Hybrid,Automatic, Gurgaon,1.74,12,2995 cc
Audi,A6,Sedan5,Technology 45 TFSI,Petrol,Automatic, Gurgaon,66.91,14.00 Km/l,1984 cc
Audi,Q5,SUV5,Technology 45 TFSI,Petrol,Automatic, Gurgaon,75.81,13.40 Km/l,1984 cc
Audi,Q8 e-tron,SUV5,50,Electric,Automatic, Gurgaon,1.21,600.00 Km/full charge,114000 watt
Audi,Q8 Sportback e-tron,Sedan5,55,Electric,Automatic, Gurgaon,1.41,600.00 Km/full charge,114000 watt
Audi,S5 Sportback,Coupe5,3.0 TFSI Quattro,Petrol,Automatic, Gurgaon,82.77,10.60 Km/l,2994 cc
Audi,Q3,SUV5,40 TFSI Premium Plus,Petrol,Automatic, Gurgaon,50.68,14.93 Km/l,1984 cc
Audi,A4,Sedan5,Technology 40 TFSI,Petrol,Automatic, Gurgaon,56.82,17.40 Km/l,1984 cc
Audi,e-tron,SUV5,55,Electric,Automatic, Gurgaon,1.26,484.00 Km/full charge,95000 watt
Audi,e-tron GT,Sedan5,S,Electric,Automatic, Gurgaon,1.84,,
Audi,Q3 Sportback,SUV5,Technology Plus S-line,Petrol,Automatic, Gurgaon,57.01,14.93 Km/l,1984 cc
Audi,RS5,Coupe5,Sportback,Petrol,Automatic, Gurgaon,1.32,10.80 Km/l,2894 cc
Audi,Q8,SUV5,55 TFSI quattro,Petrol,Automatic, Gurgaon,1.24,9.80 Km/l,2995 cc
Audi,e-tron Sportback,SUV5,55 Technology,Electric,Automatic, Hyderabad,1.43,484.00 Km/full charge,95000 watt
Audi,RS Q8,SUV5,4.0L TFSI,Petrol,Automatic, Hyderabad,2.69,8.00 Km/l,3996 cc
Audi,Q7,SUV7,Technology,Petrol,Automatic, Hyderabad,1.15,11.20 Km/l,2995 cc
Audi,A8 L,Sedan4,Technology,Hybrid,Automatic, Hyderabad,1.89,12,2995 cc
Audi,A6,Sedan5,Technology 45 TFSI,Petrol,Automatic, Hyderabad,92.65,14.00 Km/l,1984 cc
Audi,Q5,SUV5,Technology 45 TFSI,Petrol,Automatic, Hyderabad,81.96,13.40 Km/l,1984 cc
Audi,Q8 e-tron,SUV5,50,Electric,Automatic, Hyderabad,1.28,600.00 Km/full charge,114000 watt
Audi,Q8 Sportback e-tron,Sedan5,55,Electric,Automatic, Hyderabad,1.52,600.00 Km/full charge,114000 watt
Audi,S5 Sportback,Coupe5,3.0 TFSI Quattro,Petrol,Automatic, Hyderabad,89.57,10.60 Km/l,2994 cc
Audi,Q3,SUV5,40 TFSI Premium Plus,Petrol,Automatic, Hyderabad,68.47,14.93 Km/l,1984 cc
Audi,A4,Sedan5,Technology 40 TFSI,Petrol,Automatic, Hyderabad,75.52,17.40 Km/l,1984 cc
Audi,e-tron,SUV5,55,Electric,Automatic, Hyderabad,1.34,484.00 Km/full charge,95000 watt
Audi,e-tron GT,Sedan5,S,Electric,Automatic, Hyderabad,2.01,,
Audi,Q3 Sportback,SUV5,Technology Plus S-line,Petrol,Automatic, Hyderabad,76.08,14.93 Km/l,1984 cc
Audi,RS5,Coupe5,Sportback,Petrol,Automatic, Hyderabad,1.41,10.80 Km/l,2894 cc
Audi,Q8,SUV5,55 TFSI quattro,Petrol,Automatic, Hyderabad,1.32,9.80 Km/l,2995 cc
Audi,e-tron Sportback,SUV5,55 Technology,Electric,Automatic, Jaipur,1.37,484.00 Km/full charge,95000 watt
Audi,RS Q8,SUV5,4.0L TFSI,Petrol,Automatic, Jaipur,2.51,8.00 Km/l,3996 cc
Audi,Q7,SUV7,Technology,Petrol,Automatic, Jaipur,1.16,11.20 Km/l,2995 cc
Audi,A8 L,Sedan4,Technology,Hybrid,Automatic, Jaipur,1.79,12,2995 cc
Audi,A6,Sedan5,Technology 45 TFSI,Petrol,Automatic, Jaipur,66.91,14.00 Km/l,1984 cc
Audi,Q5,SUV5,Technology 45 TFSI,Petrol,Automatic, Jaipur,78.08,13.40 Km/l,1984 cc
Audi,Q8 e-tron,SUV5,50,Electric,Automatic, Jaipur,1.24,600.00 Km/full charge,114000 watt
Audi,Q8 Sportback e-tron,Sedan5,55,Electric,Automatic, Jaipur,1.45,600.00 Km/full charge,114000 watt
Audi,S5 Sportback,Coupe5,3.0 TFSI Quattro,Petrol,Automatic, Jaipur,85.28,10.60 Km/l,2994 cc
Audi,Q3,SUV5,40 TFSI Premium Plus,Petrol,Automatic, Jaipur,50.68,14.93 Km/l,1984 cc
Audi,A4,Sedan5,Technology 40 TFSI,Petrol,Automatic, Jaipur,56.82,17.40 Km/l,1984 cc
Audi,e-tron,SUV5,55,Electric,Automatic, Jaipur,1.29,484.00 Km/full charge,95000 watt
Audi,e-tron GT,Sedan5,S,Electric,Automatic, Jaipur,1.9,,
Audi,Q3 Sportback,SUV5,Technology Plus S-line,Petrol,Automatic, Jaipur,57.01,14.93 Km/l,1984 cc
Audi,RS5,Coupe5,Sportback,Petrol,Automatic, Jaipur,1.34,10.80 Km/l,2894 cc
Audi,Q8,SUV5,55 TFSI quattro,Petrol,Automatic, Jaipur,1.27,9.80 Km/l,2995 cc
Audi,e-tron Sportback,SUV5,55 Technology,Electric,Automatic, Mumbai,1.3,484.00 Km/full charge,95000 watt
Audi,RS Q8,SUV5,4.0L TFSI,Petrol,Automatic, Mumbai,2.58,8.00 Km/l,3996 cc
Audi,Q7,SUV7,Technology,Petrol,Automatic, Mumbai,1.14,11.20 Km/l,2995 cc
Audi,A8 L,Sedan4,Technology,Hybrid,Automatic, Mumbai,1.89,12,2995 cc
Audi,A6,Sedan5,Technology 45 TFSI,Petrol,Automatic, Mumbai,75.03,14.00 Km/l,1984 cc
Audi,Q5,SUV5,Technology 45 TFSI,Petrol,Automatic, Mumbai,82.42,13.40 Km/l,1984 cc
Audi,Q8 e-tron,SUV5,50,Electric,Automatic, Mumbai,1.18,600.00 Km/full charge,114000 watt
Audi,Q8 Sportback e-tron,Sedan5,55,Electric,Automatic, Mumbai,1.36,600.00 Km/full charge,114000 watt
Audi,S5 Sportback,Coupe5,3.0 TFSI Quattro,Petrol,Automatic, Mumbai,89.96,10.60 Km/l,2994 cc
Audi,Q3,SUV5,40 TFSI Premium Plus,Petrol,Automatic, Mumbai,56.74,14.93 Km/l,1984 cc
Audi,A4,Sedan5,Technology 40 TFSI,Petrol,Automatic, Mumbai,63.67,17.40 Km/l,1984 cc
Audi,e-tron,SUV5,55,Electric,Automatic, Mumbai,1.23,484.00 Km/full charge,95000 watt
Audi,e-tron GT,Sedan5,S,Electric,Automatic, Mumbai,1.77,,
Audi,Q3 Sportback,SUV5,Technology Plus S-line,Petrol,Automatic, Mumbai,63.88,14.93 Km/l,1984 cc
Audi,RS5,Coupe5,Sportback,Petrol,Automatic, Mumbai,1.31,10.80 Km/l,2894 cc
Audi,Q8,SUV5,55 TFSI quattro,Petrol,Automatic, Mumbai,1.36,9.80 Km/l,2995 cc
Audi,e-tron Sportback,SUV5,55 Technology,Electric,Automatic, Noida,1.37,484.00 Km/full charge,95000 watt
Audi,RS Q8,SUV5,4.0L TFSI,Petrol,Automatic, Noida,2.51,8.00 Km/l,3996 cc
Audi,Q7,SUV7,Technology,Petrol,Automatic, Noida,1.15,11.20 Km/l,2995 cc
Audi,A8 L,Sedan4,Technology,Hybrid,Automatic, Noida,1.79,12,2995 cc
Audi,A6,Sedan5,Technology 45 TFSI,Petrol,Automatic, Noida,66.91,14.00 Km/l,1984 cc
Audi,Q5,SUV5,Technology 45 TFSI,Petrol,Automatic, Noida,78.08,13.40 Km/l,1984 cc
Audi,Q8 e-tron,SUV5,50,Electric,Automatic, Noida,1.24,600.00 Km/full charge,114000 watt
Audi,Q8 Sportback e-tron,Sedan5,55,Electric,Automatic, Noida,1.45,600.00 Km/full charge,114000 watt
Audi,S5 Sportback,Coupe5,3.0 TFSI Quattro,Petrol,Automatic, Noida,85.28,10.60 Km/l,2994 cc
Audi,Q3,SUV5,40 TFSI Premium Plus,Petrol,Automatic, Noida,50.68,14.93 Km/l,1984 cc
Audi,A4,Sedan5,Technology 40 TFSI,Petrol,Automatic, Noida,56.82,17.40 Km/l,1984 cc
Audi,e-tron,SUV5,55,Electric,Automatic, Noida,1.29,484.00 Km/full charge,95000 watt
Audi,e-tron GT,Sedan5,S,Electric,Automatic, Noida,1.76,,
Audi,Q3 Sportback,SUV5,Technology Plus S-line,Petrol,Automatic, Noida,57.01,14.93 Km/l,1984 cc
Audi,RS5,Coupe5,Sportback,Petrol,Automatic, Noida,1.32,10.80 Km/l,2894 cc
Audi,Q8,SUV5,55 TFSI quattro,Petrol,Automatic, Noida,1.27,9.80 Km/l,2995 cc
Audi,e-tron Sportback,SUV5,55 Technology,Electric,Automatic, Pune,1.39,484.00 Km/full charge,95000 watt
Audi,RS Q8,SUV5,4.0L TFSI,Petrol,Automatic, Pune,2.58,8.00 Km/l,3996 cc
Audi,Q7,SUV7,Technology,Petrol,Automatic, Pune,1.14,11.20 Km/l,2995 cc
Audi,A8 L,Sedan4,Technology,Hybrid,Automatic, Pune,1.83,12,2995 cc
Audi,A6,Sedan5,Technology 45 TFSI,Petrol,Automatic, Pune,66.91,14.00 Km/l,1984 cc
Audi,Q5,SUV5,Technology 45 TFSI,Petrol,Automatic, Pune,79.53,13.40 Km/l,1984 cc
Audi,Q8 e-tron,SUV5,50,Electric,Automatic, Pune,1.25,600.00 Km/full charge,114000 watt
Audi,Q8 Sportback e-tron,Sedan5,55,Electric,Automatic, Pune,1.47,600.00 Km/full charge,114000 watt
Audi,S5 Sportback,Coupe5,3.0 TFSI Quattro,Petrol,Automatic, Pune,86.89,10.60 Km/l,2994 cc
Audi,Q3,SUV5,40 TFSI Premium Plus,Petrol,Automatic, Pune,50.68,14.93 Km/l,1984 cc
Audi,A4,Sedan5,Technology 40 TFSI,Petrol,Automatic, Pune,56.82,17.40 Km/l,1984 cc
Audi,e-tron,SUV5,55,Electric,Automatic, Pune,1.31,484.00 Km/full charge,95000 watt
Audi,e-tron GT,Sedan5,S,Electric,Automatic, Pune,1.94,,
Audi,Q3 Sportback,SUV5,Technology Plus S-line,Petrol,Automatic, Pune,57.01,14.93 Km/l,1984 cc
Audi,RS5,Coupe5,Sportback,Petrol,Automatic, Pune,1.31,10.80 Km/l,2894 cc
Audi,Q8,SUV5,55 TFSI quattro,Petrol,Automatic, Pune,1.29,9.80 Km/l,2995 cc
Jaguar,F-Pace,SUV5,S R-Dynamic 2.0 Petrol,Petrol,Automatic, Ahmedabad,78.29,12.90 Km/l,1997 cc
Jaguar,I-Pace,Coupe2,HSE,Electric,Automatic, Ahmedabad,1.37,470.00 Km/full charge,90000 watt
Jaguar,F-Pace,SUV5,S R-Dynamic 2.0 Petrol,Petrol,Automatic, Bangalore,88.49,12.90 Km/l,1997 cc
Jaguar,I-Pace,Coupe2,HSE,Electric,Automatic, Bangalore,1.3,470.00 Km/full charge,90000 watt
Jaguar,F-Pace,SUV5,S R-Dynamic 2.0 Petrol,Petrol,Automatic, Chennai,89.95,12.90 Km/l,1997 cc
Jaguar,I-Pace,Coupe2,HSE,Electric,Automatic, Chennai,1.3,470.00 Km/full charge,90000 watt
Jaguar,F-Pace,SUV5,S R-Dynamic 2.0 Petrol,Petrol,Automatic, Delhi,82.47,12.90 Km/l,1997 cc
Jaguar,I-Pace,Coupe2,HSE,Electric,Automatic, Delhi,1.29,470.00 Km/full charge,90000 watt
Jaguar,F-Pace,SUV5,S R-Dynamic 2.0 Petrol,Petrol,Automatic, Faridabad,79.26,12.90 Km/l,1997 cc
Jaguar,I-Pace,Coupe2,HSE,Electric,Automatic, Faridabad,1.3,470.00 Km/full charge,90000 watt
Jaguar,F-Pace,SUV5,S R-Dynamic 2.0 Petrol,Petrol,Automatic, Ghaziabad,82.66,12.90 Km/l,1997 cc
Jaguar,I-Pace,Coupe2,HSE,Electric,Automatic, Ghaziabad,1.3,470.00 Km/full charge,90000 watt
Jaguar,F-Pace,SUV5,S R-Dynamic 2.0 Petrol,Petrol,Automatic, Gurgaon,79.26,12.90 Km/l,1997 cc
Jaguar,I-Pace,Coupe2,HSE,Electric,Automatic, Gurgaon,1.3,470.00 Km/full charge,90000 watt
Jaguar,F-Pace,SUV5,S R-Dynamic 2.0 Petrol,Petrol,Automatic, Hyderabad,88.49,12.90 Km/l,1997 cc
Jaguar,I-Pace,Coupe2,HSE,Electric,Automatic, Hyderabad,1.48,470.00 Km/full charge,90000 watt
Jaguar,F-Pace,SUV5,S R-Dynamic 2.0 Petrol,Petrol,Automatic, Jaipur,82.66,12.90 Km/l,1997 cc
Jaguar,I-Pace,Coupe2,HSE,Electric,Automatic, Jaipur,1.3,470.00 Km/full charge,90000 watt
Jaguar,F-Pace,SUV5,S R-Dynamic 2.0 Petrol,Petrol,Automatic, Mumbai,84.85,12.90 Km/l,1997 cc
Jaguar,I-Pace,Coupe2,HSE,Electric,Automatic, Mumbai,1.3,470.00 Km/full charge,90000 watt
Jaguar,F-Pace,SUV5,S R-Dynamic 2.0 Petrol,Petrol,Automatic, Noida,82.66,12.90 Km/l,1997 cc
Jaguar,I-Pace,Coupe2,HSE,Electric,Automatic, Noida,1.3,470.00 Km/full charge,90000 watt
Jaguar,F-Pace,SUV5,S R-Dynamic 2.0 Petrol,Petrol,Automatic, Pune,84.85,12.90 Km/l,1997 cc
Jaguar,I-Pace,Coupe2,HSE,Electric,Automatic, Pune,1.3,470.00 Km/full charge,90000 watt
